x,y
2765,27
2766,10
2767,15
2768,26
2769,19
2770,22
2771,27
2772,33
2773,33
2774,26
2775,38
2776,24
2777,49
2778,30
2779,16
2780,26
2781,18
2782,26
2783,18
2784,16
2785,20
2786,18
2787,11
2788,21
2789,23
2790,9
2791,17
2792,15
2793,16
2794,10
2795,12
2796,18
2797,17
2798,11
2799,17
2800,18
2801,18
2802,26
2803,27
2804,21
2805,28
2806,34
2807,41
2808,51
2809,38
2810,50
2811,60
2812,61
2813,61
2814,69
2815,82
2816,75
2817,82
2818,84
2819,89
2820,95
2821,82
2822,91
2823,78
2824,106
2825,81
2826,80
2827,82
2828,86
2829,73
2830,57
2831,62
2832,55
2833,38
2834,38
2835,20
2836,14
2837,12
2838,9
2839,13
2840,9
2841,15
2842,10
2843,15
2844,15
2845,21
2846,17
2847,16
2848,20
2849,21
2850,19
2851,11
2852,11
2853,19
2854,15
2855,26
2856,13
2857,15
2858,14
2859,25
2860,13
2861,10
2862,12
2863,11
2864,21
2865,18
2866,15
2867,19
2868,18
2869,20
2870,17
2871,17
2872,20
2873,17
2874,13
2875,12
2876,16
2877,18
2878,13
2879,9
2880,12
2881,19
2882,21
2883,13
2884,13
2885,19
2886,12
2887,12
2888,20
2889,17
2890,15
2891,15
2892,10
2893,10
2894,12
2895,21
2896,15
2897,15
2898,18
2899,16
2900,12
2901,18
2902,18
2903,23
2904,10
2905,12
2906,13
2907,20
2908,16
2909,19
2910,16
2911,15
2912,19
2913,16
2914,19
2915,14
2916,12
2917,18
2918,16
2919,17
2920,20
2921,18
2922,22
2923,19
2924,17
2925,7
2926,15
2927,15
2928,21
2929,19
2930,17
2931,15
2932,22
2933,24
2934,17
2935,21
2936,21
2937,26
2938,30
2939,20
2940,38
2941,28
2942,22
2943,22
2944,25
2945,39
2946,60
2947,41
2948,44
2949,62
2950,51
2951,69
2952,64
2953,47
2954,45
2955,57
2956,39
2957,36
2958,38
2959,38
2960,37
2961,35
2962,22
2963,27
2964,25
2965,26
2966,24
2967,19
2968,18
2969,17
2970,18
2971,16
2972,12
2973,17
2974,20
2975,22
2976,17
2977,34
2978,12
2979,20
2980,16
2981,4
2982,24
2983,17
2984,25
2985,12
2986,15
2987,19
2988,21
2989,17
2990,14
2991,17
2992,20
2993,23
2994,20
2995,14
2996,15
2997,23
2998,20
2999,18
3000,13
3001,17
3002,15
3003,18
3004,18
3005,17
3006,22
3007,22
3008,23
3009,15
3010,11
3011,18
3012,22
3013,21
3014,13
3015,17
3016,19
3017,15
3018,16
3019,16
3020,26
3021,14
3022,20
3023,14
3024,15
3025,11
3026,14
3027,9
3028,17
3029,12
3030,14
3031,15
3032,18
3033,13
3034,10
3035,24
3036,7
3037,23
3038,8
3039,14
3040,13
3041,15
3042,14
3043,16
3044,11
3045,9
3046,11
3047,23
3048,15
3049,9
3050,17
3051,11
3052,20
3053,10
3054,13
3055,15
3056,10
3057,20
3058,13
3059,18
3060,8
3061,12
3062,17
3063,17
3064,21
3065,11
3066,16
3067,16
3068,9
3069,14
3070,11
3071,13
3072,11
3073,11
3074,10
3075,11
3076,14
3077,20
3078,22
3079,16
3080,17
3081,11
3082,17
3083,19
3084,25
3085,11
3086,12
3087,13
3088,11
3089,9
3090,14
3091,12
3092,9
3093,15
3094,11
3095,14
3096,16
3097,14
3098,7
3099,16
3100,10
3101,19
3102,17
3103,16
3104,9
3105,14
3106,19
3107,7
3108,12
3109,9
3110,9
3111,5
3112,18
3113,13
3114,12
3115,20
3116,16
3117,15
3118,12
3119,16
3120,15
3121,17
3122,16
3123,12
3124,16
3125,17
3126,15
3127,18
3128,16
3129,8
3130,10
3131,12
3132,16
3133,17
3134,8
3135,12
3136,16
3137,16
3138,22
3139,16
3140,12
3141,14
3142,21
3143,14
3144,14
3145,11
3146,14
3147,19
3148,15
3149,13
3150,12
3151,19
3152,13
3153,15
3154,13
3155,12
3156,9
3157,13
3158,11
3159,13
3160,9
3161,23
3162,16
3163,17
3164,18
3165,11
3166,15
3167,14
3168,18
3169,11
3170,21
3171,13
3172,23
3173,16
3174,14
3175,18
3176,15
3177,17
3178,21
3179,14
3180,20
3181,13
3182,28
3183,17
3184,8
3185,16
3186,18
3187,23
3188,16
3189,13
3190,20
3191,19
3192,13
3193,12
3194,23
3195,21
3196,29
3197,18
3198,23
3199,16
3200,26
3201,32
3202,27
3203,19
3204,20
3205,28
3206,24
3207,21
3208,18
3209,25
3210,19
3211,24
3212,30
3213,29
3214,21
3215,25
3216,24
3217,23
3218,26
3219,21
3220,26
3221,29
3222,21
3223,23
3224,28
3225,29
3226,21
3227,16
3228,24
3229,26
3230,20
3231,21
3232,19
3233,21
3234,25
3235,15
3236,22
3237,17
3238,21
3239,18
3240,14
3241,17
3242,19
3243,22
3244,14
3245,8
3246,25
3247,11
3248,14
3249,25
3250,17
3251,17
3252,16
3253,19
3254,20
3255,8
3256,12
3257,14
3258,19
3259,18
3260,8
3261,12
3262,9
3263,11
3264,13
3265,8
3266,11
3267,7
3268,5
3269,10
3270,15
3271,11
3272,11
3273,15
3274,8
3275,18
3276,11
3277,11
3278,13
3279,10
3280,7
3281,14
3282,10
3283,9
3284,21
3285,6
3286,16
3287,13
3288,11
3289,21
3290,13
3291,14
3292,13
3293,11
3294,13
3295,11
3296,15
3297,10
3298,18
3299,9
3300,15
3301,12
3302,14
3303,13
3304,17
3305,18
3306,14
3307,13
3308,19
3309,14
3310,11
3311,14
3312,11
3313,11
3314,19
3315,19
3316,7
3317,14
3318,15
3319,11
3320,18
3321,8
3322,10
3323,7
3324,8
3325,17
3326,8
3327,6
3328,12
3329,6
3330,10
3331,9
3332,7
3333,13
3334,14
3335,15
3336,12
3337,17
3338,20
3339,7
3340,10
3341,10
3342,17
3343,11
3344,6
3345,10
3346,11
3347,18
3348,11
3349,9
3350,12
3351,14
3352,22
3353,8
3354,11
3355,9
3356,12
3357,14
3358,7
3359,8
3360,13
3361,10
3362,22
3363,16
3364,10
3365,15
3366,11
3367,7
3368,9
3369,11
3370,5
3371,7
3372,7
3373,12
3374,13
3375,18
3376,9
3377,12
3378,10
3379,12
3380,8
3381,11
3382,13
3383,11
3384,8
3385,4
3386,14
3387,10
3388,21
3389,17
3390,8
3391,15
3392,15
3393,15
3394,13
3395,16
3396,21
3397,14
3398,8
3399,23
3400,19
3401,10
3402,16
3403,22
3404,9
3405,19
3406,17
3407,20
3408,8
3409,16
3410,18
3411,11
3412,11
3413,24
3414,22
3415,17
3416,13
3417,17
3418,17
3419,14
3420,19
3421,21
3422,21
3423,17
3424,18
3425,9
3426,23
3427,17
3428,16
3429,17
3430,22
3431,17
3432,22
3433,17
3434,18
3435,22
3436,27
3437,20
3438,16
3439,15
3440,19
3441,23
3442,23
3443,25
3444,22
3445,27
3446,17
3447,17
3448,23
3449,17
3450,24
3451,31
3452,20
3453,19
3454,14
3455,19
3456,26
3457,15
3458,20
3459,15
3460,10
3461,15
3462,18
3463,24
3464,20
3465,19
3466,23
3467,19
3468,14
3469,13
3470,26
3471,15
3472,19
3473,27
3474,16
3475,13
3476,15
3477,16
3478,20
3479,12
3480,22
3481,26
3482,19
3483,23
3484,16
3485,11
3486,12
3487,17
3488,13
3489,13
3490,18
3491,14
3492,14
3493,10
3494,10
3495,11
3496,9
3497,13
3498,10
3499,11
3500,14
3501,7
3502,16
3503,9
3504,11
3505,19
3506,10
3507,6
3508,16
3509,11
3510,14
3511,9
3512,7
3513,21
3514,9
3515,10
3516,8
3517,8
3518,12
3519,4
3520,7
3521,10
3522,9
3523,10
3524,9
3525,11
3526,6
3527,8
3528,9
3529,9
3530,11
3531,12
3532,12
3533,7
3534,11
3535,9
3536,11
3537,5
3538,18
3539,9
3540,10
3541,9
3542,13
3543,6
3544,11
3545,10
3546,7
3547,8
3548,10
3549,6
3550,10
3551,4
3552,1
3553,6
3554,7
3555,13
3556,5
3557,7
3558,12
3559,9
3560,3
3561,4
3562,4
3563,8
3564,4
3565,3
3566,6
3567,10
3568,5
3569,9
3570,4
3571,3
3572,5
3573,10
3574,2
3575,1
3576,4
3577,5
3578,5
3579,6
3580,10
3581,6
3582,7
3583,7
3584,3
3585,2
3586,6
3587,6
3588,10
3589,2
3590,3
3591,5
3592,3
3593,0
3594,3
3595,4
3596,2
3597,3
3598,2
3599,3
3600,2
3601,2
3602,6
3603,4
3604,4
3605,1
3606,3
3607,1
3608,5
3609,2
3610,3
3611,6
3612,6
3613,3
3614,5
3615,4
3616,2
3617,2
3618,3
3619,3
3620,0
3621,1
3622,2
3623,3
3624,2
3625,1
3626,2
3627,2
3628,4
3629,3
3630,1
3631,3
3632,3
3633,2
3634,5
3635,3
3636,1
3637,5
3638,2
3639,5
3640,6
3641,3
3642,4
3643,4
3644,3
3645,9
3646,4
3647,5
3648,5
3649,5
3650,7
3651,10
3652,10
3653,14
3654,5
3655,11
3656,16
3657,10
3658,10
3659,10
3660,9
3661,13
3662,16
3663,13
3664,8
3665,14
3666,9
3667,13
3668,17
3669,18
3670,13
3671,17
3672,14
3673,17
3674,17
3675,17
3676,18
3677,25
3678,32
3679,36
3680,15
3681,27
3682,29
3683,19
3684,25
3685,24
3686,38
3687,33
3688,31
3689,24
3690,24
3691,33
3692,37
3693,25
3694,33
3695,30
3696,35
3697,36
3698,26
3699,33
3700,29
3701,36
3702,37
3703,32
3704,30
3705,46
3706,37
3707,35
3708,40
3709,37
3710,47
3711,40
3712,35
3713,47
3714,41
3715,43
3716,33
3717,52
3718,46
3719,41
3720,67
3721,53
3722,37
3723,45
3724,41
3725,58
3726,38
3727,47
3728,41
3729,50
3730,39
3731,35
3732,34
3733,31
3734,25
3735,32
3736,39
3737,35
3738,37
3739,27
3740,31
3741,33
3742,41
3743,32
3744,33
3745,23
3746,19
3747,30
3748,37
3749,29
3750,32
3751,35
3752,23
3753,26
3754,35
3755,31
3756,29
3757,30
3758,28
3759,29
3760,19
3761,17
3762,23
3763,14
3764,28
3765,27
3766,25
3767,13
3768,23
3769,18
3770,23
3771,14
3772,25
3773,20
3774,17
3775,19
3776,20
3777,22
3778,8
3779,9
3780,21
3781,21
3782,10
3783,13
3784,9
3785,8
3786,11
3787,7
3788,7
3789,6
3790,11
3791,11
3792,12
3793,4
3794,5
3795,9
3796,7
3797,3
3798,6
3799,5
3800,2
3801,1
3802,2
3803,2
3804,1
3805,1
3806,0
3807,1
3808,2
3809,1
3810,0
3811,2
3812,0
3813,0
3814,0
3815,1
3816,2
3817,1
3818,0
3819,1
3820,0
3821,1
3822,2
3823,1
3824,1
3825,0
3826,2
3827,0
3828,2
3829,1
3830,0
3831,0
3832,1
3833,0
3834,1
3835,1
3836,1
3837,2
3838,2
3839,0
3840,1
3841,3
3842,1
3843,1
3844,0
3845,1
3846,2
3847,0
3848,1
3849,0
3850,0
3851,1
3852,0
3853,0
3854,2
3855,1
3856,1
3857,0
3858,2
3859,2
3860,0
3861,1
3862,1
3863,0
3864,0
3865,0
3866,1
3867,1
3868,0
3869,0
3870,0
3871,1
3872,0
3873,0
3874,1
3875,4
3876,3
3877,1
3878,2
3879,1
3880,0
3881,1
3882,0
3883,1
3884,0
3885,2
3886,1
3887,0
3888,0
3889,2
3890,2
3891,0
3892,0
3893,2
3894,0
3895,0
3896,1
3897,0
3898,1
3899,1
3900,0
3901,3
3902,0
3903,1
3904,0
3905,0
3906,2
3907,0
3908,0
3909,0
3910,2
3911,0
3912,0
3913,0
3914,0
3915,2
3916,0
3917,1
3918,0
3919,1
3920,2
3921,1
3922,1
3923,0
3924,1
3925,0
3926,0
3927,1
3928,2
3929,0
3930,1
3931,0
3932,2
3933,1
3934,1
3935,0
3936,1
3937,1
3938,0
3939,1
3940,2
3941,0
3942,1
3943,0
3944,3
3945,1
3946,1
3947,2
3948,1
3949,1
3950,1
3951,0
3952,0
3953,1
3954,0
3955,0
3956,0
3957,0
3958,1
3959,1
3960,0
3961,2
3962,2
3963,0
3964,1
3965,1
3966,1
3967,1
3968,0
3969,1
3970,1
3971,0
3972,1
3973,0
3974,1
3975,1
3976,1
3977,1
3978,0
3979,1
3980,0
3981,1
3982,0
3983,1
3984,0
3985,1
3986,1
3987,0
3988,0
3989,2
3990,1
3991,0
3992,3
3993,1
3994,0
3995,1
3996,0
3997,2
3998,1
3999,0
4000,0
4001,1
4002,0
4003,0
4004,1
4005,0
4006,0
4007,0
4008,1
4009,0
4010,0
4011,1
4012,1
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,1
4020,1
4021,0
4022,1
4023,1
4024,1
4025,1
4026,0
4027,4
4028,1
4029,1
4030,0
4031,0
4032,2
4033,0
4034,2
4035,2
4036,0
4037,3
4038,0
4039,0
4040,1
4041,0
4042,1
4043,0
4044,3
4045,0
4046,0
4047,1
4048,1
4049,1
4050,0
4051,1
4052,1
4053,1
4054,1
4055,1
4056,0
4057,0
4058,1
4059,2
4060,0
4061,0
4062,0
4063,1
4064,1
4065,2
4066,0
4067,0
4068,3
4069,1
4070,1
4071,1
4072,1
4073,0
4074,0
4075,0
4076,1
4077,1
4078,1
4079,0
4080,1
4081,1
4082,1
4083,0
4084,2
4085,1
4086,0
4087,0
4088,0
4089,2
4090,0
4091,3
4092,1
4093,0
4094,0
4095,0
